Name,Time
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
TurningRight,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:51
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
TurningRight,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:52
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:53
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
TurningLeft,22:23:54
TurningLeft,22:23:54
TurningLeft,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
TurningLeft,22:23:54
TurningLeft,22:23:54
TurningLeft,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:54
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
TurningLeft,22:23:55
TurningLeft,22:23:55
TurningLeft,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
TurningLeft,22:23:55
TurningLeft,22:23:55
TurningLeft,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
NoActions,22:23:55
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
TurningLeft,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:56
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
TurningLeft,22:23:57
TurningLeft,22:23:57
TurningLeft,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
NoActions,22:23:57
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
NoActions,22:23:58
NoActions,22:23:58
NoActions,22:23:58
NoActions,22:23:58
NoActions,22:23:58
NoActions,22:23:58
NoActions,22:23:58
NoActions,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:58
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:23:59
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
NoActions,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:00
TurningLeft,22:24:01
TurningLeft,22:24:01
TurningLeft,22:24:01
TurningLeft,22:24:01
TurningLeft,22:24:01
TurningLeft,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
TurningLeft,22:24:01
TurningLeft,22:24:01
TurningLeft,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:01
NoActions,22:24:02
NoActions,22:24:02
NoActions,22:24:02
NoActions,22:24:02
NoActions,22:24:02
NoActions,22:24:02
NoActions,22:24:02
NoActions,22:24:02
TurningLeft,22:24:02
TurningLeft,22:24:02
TurningLeft,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:02
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
TurningRight,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
NoActions,22:24:03
TurningLeft,22:24:04
TurningLeft,22:24:04
TurningLeft,22:24:04
TurningLeft,22:24:04
TurningLeft,22:24:04
TurningLeft,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
TurningLeft,22:24:04
TurningLeft,22:24:04
TurningLeft,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:04
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
TurningRight,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:05
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
TurningRight,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:06
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
NoActions,22:24:07
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
TurningRight,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
NoActions,22:24:08
